0,175765	0,175765	0,154875	0,16316	-0,58127572	-0,188944	-0,200996	-0,1072067973	0,1869821304	-0,1941539485	0,177165	0,1908011111	0,1821396875						-0,4249
0,172265	0,17804	0,15738	0,171065	-0,69019647	-0,192624	-0,192304	-0,0102365933	-0,1355270496	-0,0298253619	0,169275	0,1891811111	0,1814882353						-0,2678
0,16958	0,191745	0,16223	0,190125	-0,75747647	-0,193924	-0,173336	0,1756613485	-0,0610614088	0,2066900315	0,17244875	0,1884	0,1819680556						-0,0609
0,195035	0,19659	0,17717	0,1892	-0,40639925	-0,166752	-0,174576	-0,0488270218	-0,2443931564	0,1612738499	0,1783875	0,1856938889	0,1810005556						-0,00675
0,19641	0,20865	0,19207	0,20195	-0,45583514	-0,167372	-0,160824	0,0463051964	-0,1371326395	0,1758695404	0,188085	0,1840322222	0,1802366667						0,1474
0,184015	0,197565	0,183105	0,19217	-0,75966807	-0,165136	-0,157212	0,0688758166	-0,0320921621	0,2845645945	0,19336125	0,1836855556	0,1810097222						0,26175
0,205765	0,205765	0,18601	0,19162	-0,51020759	-0,143136	-0,156264	-0,1173114164	-0,1216896113	0,0396627834	0,193735	0,1824627778	0,1836811111						0,1245
0,191055	0,195185	0,17561	0,17561	-0,62321061	-0,156892	-0,170448	-0,129674952	-0,0224	-0,1388700893	0,1903375	0,1822605556	0,1848561111						0,09515
0,179835	0,190145	0,168575	0,18058	0,04285885	-0,16722	-0,169532	0,0063144423	0,2038795716	-0,2294471697	0,184995	0,1839422222	0,1858108333						0,0754
0,196825	0,199805	0,194235	0,197665	-0,83208385	-0,153784	-0,151492	0,00701857	0,3875442242	-0,122197523	0,18636875	0,1877761111	0,1892886111						0,0054
0,191405	0,20127	0,18418	0,18974	-0,71380653	-0,156996	-0,160216	-0,0139750966	0,2097018696	-0,03860601	0,18589875	0,1898511111	0,1895161111						-0,3701
0,17974	0,185165	0,162865	0,16494	-0,54544984	-0,169644	-0,186084	-0,1254513706	-0,2656785695	-0,2337416654	0,18323125	0,1870527778	0,1877263889						-0,29085
0,16999	0,171395	0,15075	0,163085	-0,68731448	-0,18112	-0,190472	-0,0590175984	-0,2728127448	-0,104035972	0,1788575	0,1841511111	0,1849225						-0,2263
0,167825	0,17257	0,160585	0,16899	-0,5671621	-0,187376	-0,184928	0,0099758097	-0,3708370837	0,026895793	0,17168875	0,1804888889	0,1822605556						-0,0705
0,170655	0,17443	0,16472	0,16856	-0,75904178	-0,18294	-0,185084	-0,0178959642	-0,296869106	0,041554444	0,16639375	0,1778655556	0,1807755556						-0,42665
0,15896	0,15896	0,13585	0,137915	-0,72082592	-0,194632	-0,219352	-0,1815852143	-0,4898973774	-0,2171065558	0,1596375	0,1718983333	0,1771805556						-0,6215
0,141645	0,145245	0,129835	0,135515	-0,67924967	-0,217532	-0,2243	-0,0536944497	-0,4175910014	-0,4014555613	0,152745	0,1674433333	0,1748519444						-0,5448
0,125145	0,14676	0,120095	0,13526	-0,61143342	-0,235072	-0,225328	0,0898995241	-0,4963855422	-0,3984929078	0,1443125	0,1624077778	0,173175						-0,14605
0,142555	0,150335	0,13464	0,150335	-0,69118978	-0,218172	-0,207784	0,0680930021	-0,5300705566	-0,3748774376	0,13975625	0,1571488889	0,1724625						-0,17635
0,151525	0,152275	0,142055	0,14545	-0,86202077	-0,205592	-0,212572	-0,0527561277	-0,5135072464	-0,3518337224	0,14164	0,1522277778	0,1710394444						-0,00855
0,149595	0,168135	0,149375	0,168135	-0,77239688	-0,2081	-0,187628	0,1612741879	0,0379746835	-0,1515894788	0,149795	0,1525827778	0,1698177778						-0,02875
0,158555	0,165685	0,146455	0,165685	-0,69281485	-0,195344	-0,18904	0,0615421797	0,0306857075	-0,070208326	0,15740125	0,1528716667	0,1685113889						0,2666
0,172315	0,17549	0,16193	0,164575	-0,79615593	-0,179456	-0,18504	-0,0660232105	-0,0552323763	-0,1163957674	0,16096125	0,1523811111	0,166435						0,31285
0,166745	0,167595	0,156715	0,1668	-0,87565641	-0,182776	-0,184316	0,0004713969	-0,0215343203	-0,2516612989	0,16629875	0,1521855556	0,1650255556						0,44815
0,16648	0,18747	0,16347	0,180075	-0,77954503	-0,184456	-0,169808	0,116547219	0,6550652579	-0,0755107621	0,16928375	0,15687	0,1643841667						0,39805
0,18224	0,19651	0,181	0,19014	-0,69887228	-0,16618	-0,158536	0,0668223034	0,7584172162	0,2224969098	0,1753975	0,1629394444	0,1651913889						0,4878
0,19896	0,20468	0,19181	0,19423	-0,77755443	-0,148748	-0,150684	-0,0394508574	0,7773530187	0,2696653535	0,18281125	0,1694916667	0,1659497222						0,291
0,19443	0,202705	0,19217	0,197235	-0,87461176	-0,14982	-0,148064	0,0234840049	0,7352249569	0,2508548337	0,19042	0,1747027778	0,1659258333						0,21935
0,19527	0,20753	0,18762	0,18762	-0,87575708	-0,150216	-0,157568	-0,0640022756	0,6154407472	0,1565117425	0,19230625	0,1793883333	0,1658080556						0,26385
0,18334	0,192305	0,179165	0,19096	-0,75699098	-0,164972	-0,157432	0,0643940034	0,4641586172	0,5614712887	0,19251125	0,1819244444	0,1672536111						0,13655
0,19427	0,196025	0,17786	0,180455	-0,81598501	-0,154048	-0,168852	-0,1156773594	0,2580814258	0,438097095	0,1890675	0,1835655556	0,1682186111						0,2734
0,1913	0,207415	0,19104	0,207415	-0,59593991	-0,155852	-0,137444	0,1352723915	0,5156475686	0,5581080558	0,1916125	0,1883255556	0,1703533333						0,3751
0,19991	0,22822	0,199225	0,22765	-0,56112537	-0,144128	-0,113644	0,2311840055	0,6019388664	0,5750678716	0,20162	0,1950866667	0,1736361111						0,3625
0,230275	0,23539	0,224725	0,23048	-0,79854986	-0,109608	-0,108316	0,0016662941	0,5560703845	0,6422690536	0,2115	0,2006872222	0,1787786111						0,5024
0,239835	0,247475	0,230745	0,247475	-0,71187128	-0,098604	-0,09144	0,0616211028	0,5875992826	0,6262036306	0,228255	0,2070577778	0,1849986111						0,53435
0,25001	0,253605	0,24015	0,241055	-0,80202171	-0,088024	-0,095564	-0,0716394269	0,4686952605	0,5767965103	0,236665	0,2122605556	0,1908761111						0,4412
0,24805	0,25064	0,23433	0,23508	-0,72093442	-0,088968	-0,103368	-0,1039221185	0,367873633	0,5201977349	0,2385225	0,2164655556	0,1955841667						0,61225
0,24658	0,248025	0,23763	0,24168	-0,71452397	-0,092592	-0,095328	-0,0393075454	0,5413579011	0,5352012008	0,2413225	0,2224722222	0,2009302778						0,2992
0,23969	0,23969	0,22462	0,237335	-0,21867028	-0,09754	-0,101412	-0,0189966847	0,4597729639	0,4371659795	0,2387875	0,227625	0,2047747222						0,4363
0,244935	0,27128	0,243505	0,27128	0,0434322	-0,092428	-0,064068	0,211617474	0,7306624834	0,5239571226	0,24634375	0,2377166667	0,2106411111						0,4232
